BUS_I,BUS_TYPE,PD,QD,GS,BS,BUS_AREA,VM,VA,BASE_kV,ZONE,VMAX,VMIN
356.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,39.0,1.1,0.9
357.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,39.0,1.1,0.9
358.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,39.0,1.1,0.9
359.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,39.0,1.1,0.9
360.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,39.0,1.1,0.9
361.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,39.0,1.1,0.9
362.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,39.0,1.1,0.9
363.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,39.0,1.1,0.9
364.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,39.0,1.1,0.9
365.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,39.0,1.1,0.9
366.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,39.0,1.1,0.9
367.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,39.0,1.1,0.9
368.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,39.0,1.1,0.9
369.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,39.0,1.1,0.9
370.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,39.0,1.1,0.9
371.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,39.0,1.1,0.9
372.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,39.0,1.1,0.9
373.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
374.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
375.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
376.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
377.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
378.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
379.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
380.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
381.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
382.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
383.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
384.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
385.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
386.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
387.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
388.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
389.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
4084.0,1.0,0.02520701754385965,0.006189974308174943,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
4085.0,2.0,0.028566666666666667,0.007014988283686846,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
4086.0,2.0,0.01654943820224719,0.004063971356722177,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
4087.0,2.0,0.01654943820224719,0.004063971356722177,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
4088.0,2.0,0.01654943820224719,0.004063971356722177,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
4089.0,2.0,0.01654943820224719,0.004063971356722177,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
4090.0,1.0,0.02520701754385965,0.006189974308174943,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
4091.0,1.0,0.02520701754385965,0.006189974308174943,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
4092.0,2.0,0.01654943820224719,0.004063971356722177,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
4093.0,1.0,0.02520701754385965,0.006189974308174943,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
4094.0,2.0,0.01654943820224719,0.004063971356722177,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
4095.0,2.0,0.01654943820224719,0.004063971356722177,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
4096.0,1.0,0.00932,0.002288670623242523,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
4097.0,1.0,0.00932,0.002288670623242523,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
4098.0,1.0,0.029205714285714286,0.0071719163429751894,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
4099.0,2.0,0.029205714285714286,0.0071719163429751894,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
4100.0,1.0,0.00932,0.002288670623242523,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
4101.0,1.0,0.02520701754385965,0.006189974308174943,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
4102.0,2.0,0.01654943820224719,0.004063971356722177,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
4103.0,2.0,0.029205714285714286,0.0071719163429751894,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
4104.0,2.0,0.01654943820224719,0.004063971356722177,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
4105.0,1.0,0.00932,0.002288670623242523,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
4106.0,1.0,0.00932,0.002288670623242523,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
4107.0,2.0,0.01654943820224719,0.004063971356722177,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
4108.0,1.0,0.029205714285714286,0.0071719163429751894,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
4109.0,2.0,0.029205714285714286,0.0071719163429751894,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
4110.0,1.0,0.02520701754385965,0.006189974308174943,0.0,0.0,0.0,1.0,0.0,0.4,39.0,1.1,0.9
